System.Single,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion,UnityEngine.Vector3,UnityEngine.Quaternion
0.020000,(0.061099| -0.248357| 0.329362),(0.065718| -0.933181| -0.327808| -0.131892),(0.027290| -0.242258| 0.341838),(-0.103201| -0.298654| -0.384630| -0.867303),(0.012035| -0.236135| 0.353927),(-0.186130| -0.276521| -0.561523| -0.757353),(-0.011773| -0.225784| 0.376163),(-0.256945| -0.329105| -0.531244| -0.737190),(-0.022724| -0.219479| 0.392944),(-0.376396| -0.414714| -0.465845| -0.685074),(0.023285| -0.204521| 0.354096),(0.155527| -0.898288| -0.383436| -0.147873),(0.002844| -0.170859| 0.385586),(0.173586| -0.903776| -0.356493| -0.161150),(-0.008686| -0.158899| 0.404635),(0.218972| -0.704471| -0.669950| -0.083310),(-0.014445| -0.160834| 0.418082),(-0.230061| 0.556753| 0.797336| 0.036791),(0.037679| -0.201470| 0.358642),(0.059635| -0.892874| -0.399885| -0.198270),(0.024539| -0.166166| 0.392796),(0.055089| -0.907164| -0.365137| -0.201728),(0.015070| -0.153459| 0.415706),(-0.137920| 0.642274| 0.738171| 0.153511),(0.008505| -0.158784| 0.430088),(-0.175448| 0.399057| 0.893828| 0.105086),(0.052098| -0.203703| 0.363128),(-0.024300| -0.892145| -0.403577| -0.201527),(0.045910| -0.172811| 0.396981),(-0.008460| -0.886976| -0.412354| -0.207765),(0.038710| -0.163056| 0.420351),(-0.083501| 0.606462| 0.767992| 0.188202),(0.032088| -0.168942| 0.434300),(-0.127314| 0.393346| 0.896388| 0.159870),(0.065049| -0.210595| 0.368578),(-0.119456| -0.885022| -0.376400| -0.246556),(0.067949| -0.182759| 0.397606),(-0.174753| -0.892237| -0.352387| -0.221807),(0.067609| -0.173241| 0.415188),(0.057766| 0.633053| 0.721009| 0.275777),(0.062359| -0.176294| 0.426463),(-0.017798| 0.414475| 0.865787| 0.279832)
0.040000,(0.000129| 0.000004| 0.000206),(-0.002802| -0.002376| -0.002120| 0.999991),(-0.033850| 0.006255| 0.012337),(0.330284| -0.714175| -0.343946| 0.512414),(-0.049099| 0.012502| 0.024371),(0.506686| -0.575711| -0.361737| 0.530068),(-0.072874| 0.023060| 0.046537),(0.469165| -0.528242| -0.429846| 0.562208),(-0.083739| 0.029481| 0.063314),(0.391472| -0.431467| -0.541165| 0.606405),(-0.037735| 0.044062| 0.024379),(0.051958| -0.045003| 0.088730| 0.993681),(-0.058090| 0.078341| 0.055187),(0.008736| -0.066050| 0.092279| 0.993502),(-0.069643| 0.091236| 0.073651),(0.350347| -0.016064| 0.215188| 0.911424),(-0.075635| 0.090075| 0.087072),(-0.512475| -0.011691| -0.268323| -0.815620),(-0.023347| 0.047099| 0.028953),(0.085465| -0.060949| -0.014506| 0.994370),(-0.036273| 0.083193| 0.062244),(0.028571| -0.064020| -0.031960| 0.997027),(-0.045593| 0.097169| 0.084469),(-0.448887| 0.057824| -0.130081| -0.882176),(-0.052331| 0.092691| 0.099015),(-0.672114| 0.047093| -0.221115| -0.705091),(-0.008961| 0.044836| 0.033527),(0.100910| -0.036833| -0.093430| 0.989814),(-0.015142| 0.076146| 0.066987),(0.101359| -0.048689| -0.080144| 0.990421),(-0.022387| 0.086443| 0.090104),(-0.511522| 0.074674| -0.080068| -0.852266),(-0.029122| 0.080886| 0.104113),(-0.696275| 0.082415| -0.163456| -0.694040),(0.003931| 0.037914| 0.039086),(0.093839| -0.050951| -0.200062| 0.973947),(0.006790| 0.065940| 0.067933),(0.073332| -0.011363| -0.246843| 0.966210),(0.006387| 0.075641| 0.085419),(-0.488525| 0.110206| 0.087158| -0.861163),(0.001077| 0.072759| 0.096719),(-0.683446| 0.157633| -0.015714| -0.712605)
0.060000,(0.000130| 0.000004| 0.000209),(-0.002838| -0.002407| -0.002148| 0.999991),(-0.033880| 0.006442| 0.012157),(0.329307| -0.716919| -0.338658| 0.512732),(-0.049124| 0.012788| 0.024146),(0.506114| -0.578554| -0.357422| 0.530448),(-0.072873| 0.023511| 0.046256),(0.468628| -0.530677| -0.426542| 0.562878),(-0.083667| 0.030024| 0.063033),(0.390300| -0.432270| -0.540129| 0.607511),(-0.037668| 0.044304| 0.024023),(0.051993| -0.044248| 0.089627| 0.993633),(-0.057954| 0.079080| 0.054283),(-0.003098| -0.066584| 0.089044| 0.993795),(-0.069524| 0.092724| 0.072277),(0.334338| -0.018331| 0.212539| 0.917992),(-0.075702| 0.092178| 0.085676),(-0.495800| -0.008630| -0.266499| -0.826491),(-0.023285| 0.047330| 0.028622),(0.085882| -0.060848| -0.013380| 0.994356),(-0.036037| 0.084060| 0.061218),(0.012420| -0.064576| -0.036206| 0.997179),(-0.045237| 0.099051| 0.082890),(-0.432173| 0.059460| -0.127901| -0.890692),(-0.052112| 0.095248| 0.097564),(-0.660384| 0.049115| -0.221916| -0.715706),(-0.008925| 0.045042| 0.033266),(0.101756| -0.037196| -0.092360| 0.989814),(-0.015100| 0.076690| 0.066410),(0.095915| -0.049595| -0.079872| 0.990940),(-0.022380| 0.087422| 0.089322),(-0.505834| 0.076106| -0.082690| -0.855279),(-0.029206| 0.082122| 0.103375),(-0.692683| 0.084084| -0.167977| -0.696350),(0.003918| 0.038097| 0.038914),(0.095080| -0.051837| -0.198956| 0.974007),(0.006747| 0.066276| 0.067613),(0.073432| -0.013050| -0.245522| 0.966518),(0.006293| 0.076122| 0.085022),(-0.487022| 0.112187| 0.083527| -0.862118),(0.000936| 0.073378| 0.096341),(-0.680036| 0.159336| -0.019578| -0.715388)
0.080000,(0.000221| 0.000193| -0.000037),(-0.007839| -0.004147| -0.006326| 0.999941),(-0.033973| 0.006808| 0.012018),(0.322832| -0.726487| -0.324474| 0.512555),(-0.049212| 0.013507| 0.023825),(0.501874| -0.589454| -0.345142| 0.530607),(-0.072861| 0.024827| 0.045730),(0.463520| -0.539664| -0.418615| 0.564512),(-0.083364| 0.031677| 0.062520),(0.381805| -0.435240| -0.540220| 0.610700),(-0.037345| 0.044898| 0.023250),(0.050470| -0.043746| 0.090643| 0.993641),(-0.057440| 0.080774| 0.052219),(-0.022927| -0.070131| 0.086808| 0.993489),(-0.069123| 0.095795| 0.069163),(0.302797| -0.025292| 0.210591| 0.929153),(-0.075701| 0.096514| 0.082369),(-0.460613| -0.000050| -0.265526| -0.846954),(-0.022961| 0.047840| 0.027893),(0.085014| -0.062413| -0.011791| 0.994353),(-0.035160| 0.085848| 0.058994),(-0.013725| -0.065786| -0.044232| 0.996759),(-0.043948| 0.102879| 0.079523),(0.394085| -0.064154| 0.118838| 0.909098),(-0.051052| 0.100803| 0.094416),(-0.628347| 0.055707| -0.216947| -0.744991),(-0.008674| 0.045440| 0.032696),(0.101860| -0.040224| -0.090994| 0.989811),(-0.014427| 0.078316| 0.064662),(0.071346| -0.051453| -0.085463| 0.992451),(-0.021384| 0.090967| 0.086841),(-0.472660| 0.080178| -0.077381| -0.874172),(-0.028369| 0.087254| 0.101340),(-0.659133| 0.089378| -0.163271| -0.728628),(0.004003| 0.038393| 0.038605),(0.095902| -0.056470| -0.197398| 0.973986),(0.007257| 0.067387| 0.066363),(0.051110| -0.015156| -0.251234| 0.966457),(0.007359| 0.078501| 0.083162),(-0.452373| 0.113107| 0.091842| -0.879847),(0.002240| 0.076977| 0.094823),(-0.647805| 0.161078| -0.011955| -0.744486)
0.100000,(-0.000009| 0.000072| -0.000113),(-0.008567| -0.005015| -0.008685| 0.999913),(-0.034095| 0.007377| 0.011733),(0.313093| -0.737639| -0.308593| 0.512477),(-0.049292| 0.014432| 0.023389),(0.496443| -0.600899| -0.332240| 0.531113),(-0.072741| 0.026343| 0.045171),(0.456921| -0.548121| -0.411339| 0.567087),(-0.082816| 0.033493| 0.062048),(0.371226| -0.435584| -0.542355| 0.615069),(-0.036870| 0.045738| 0.022260),(0.048534| -0.043174| 0.091745| 0.993662),(-0.056812| 0.082529| 0.050119),(-0.032105| -0.073885| 0.091476| 0.992544),(-0.068740| 0.098335| 0.066276),(0.285325| -0.031783| 0.217381| 0.932912),(-0.075685| 0.099829| 0.079247),(-0.437712| 0.008130| -0.272730| -0.856715),(-0.022490| 0.048516| 0.026999),(0.083768| -0.064228| -0.009989| 0.994363),(-0.034200| 0.087621| 0.056755),(-0.031028| -0.068429| -0.046763| 0.996076),(-0.042789| 0.105970| 0.076272),(0.372972| -0.070492| 0.120726| 0.917250),(-0.050153| 0.104943| 0.091142),(-0.609623| 0.063910| -0.222739| -0.758065),(-0.008296| 0.045949| 0.031989),(0.101796| -0.043721| -0.089385| 0.989816),(-0.013719| 0.079787| 0.062963),(0.058221| -0.055499| -0.085610| 0.993077),(-0.020606| 0.093592| 0.084501),(-0.456746| 0.087293| -0.081974| -0.881501),(-0.027822| 0.090778| 0.099101),(-0.641932| 0.097625| -0.169468| -0.741400),(0.004186| 0.038775| 0.038163),(0.096624| -0.061715| -0.195545| 0.973970),(0.007870| 0.068429| 0.065097),(0.037593| -0.018763| -0.254466| 0.966169),(0.008333| 0.080368| 0.081363),(0.433696| -0.119346| -0.092088| 0.888361),(0.003295| 0.079714| 0.093167),(-0.623280| 0.167196| -0.010118| -0.763849)
0.120000,(-0.000242| 0.000775| -0.000940),(-0.018630| -0.009343| -0.017373| 0.999632),(-0.034245| 0.008681| 0.010973),(0.293363| -0.758441| -0.275368| 0.512717),(-0.049400| 0.016442| 0.022251),(0.485579| -0.624344| -0.302857| 0.531681),(-0.072509| 0.029538| 0.043674),(0.443947| -0.565915| -0.393999| 0.572202),(-0.081779| 0.037298| 0.060655),(0.351635| -0.438570| -0.543508| 0.623385),(-0.035854| 0.047531| 0.020069),(0.046153| -0.041023| 0.094846| 0.993575),(-0.055501| 0.085843| 0.046052),(-0.038077| -0.077860| 0.105511| 0.990634),(-0.067900| 0.102895| 0.060968),(0.254441| -0.041399| 0.230414| 0.938326),(-0.075473| 0.105860| 0.073425),(0.394171| -0.021022| 0.285148| 0.873429),(-0.021485| 0.050000| 0.024992),(0.082439| -0.066981| -0.005374| 0.994328),(-0.032534| 0.090832| 0.052549),(-0.047672| -0.074406| -0.041863| 0.995208),(-0.041101| 0.111091| 0.070491),(0.340611| -0.081429| 0.131842| 0.927346),(-0.048995| 0.111913| 0.085232),(-0.569620| 0.077689| -0.236509| -0.783301),(-0.007469| 0.047142| 0.030329),(0.102560| -0.050030| -0.085107| 0.989816),(-0.012360| 0.082555| 0.059609),(0.045456| -0.063475| -0.080334| 0.993706),(-0.019292| 0.097915| 0.080125),(0.441049| -0.100078| 0.097748| 0.886513),(-0.026954| 0.096218| 0.094720),(-0.625955| 0.111997| -0.189845| -0.748061),(0.004665| 0.039779| 0.036981),(0.098640| -0.071739| -0.190637| 0.974054),(0.009088| 0.070621| 0.062372),(0.018333| -0.027885| -0.255755| 0.966165),(0.010065| 0.083943| 0.077653),(0.404351| -0.132140| -0.085964| 0.900916),(0.005084| 0.084687| 0.089541),(-0.589626| 0.180720| -0.018378| -0.786984)
0.140000,(-0.000089| 0.000918| -0.001234),(-0.011010| -0.003208| -0.008357| 0.999899),(-0.034285| 0.009265| 0.010798),(0.281661| -0.769594| -0.256462| 0.512464),(-0.049352| 0.017458| 0.021892),(0.477959| -0.637018| -0.287705| 0.531967),(-0.072171| 0.031288| 0.043133),(0.435174| -0.576374| -0.385159| 0.574516),(-0.080981| 0.039444| 0.060129),(0.340241| -0.443522| -0.543278| 0.626398),(-0.035232| 0.048363| 0.018965),(0.044249| -0.039997| 0.095496| 0.993641),(-0.054698| 0.087329| 0.044168),(-0.030394| -0.078168| 0.116290| 0.989668),(-0.067320| 0.104667| 0.058799),(0.248359| -0.043448| 0.237113| 0.938194),(-0.075078| 0.108163| 0.071041),(0.380234| -0.024359| 0.289602| 0.878043),(-0.020864| 0.050674| 0.023964),(0.080734| -0.068837| -0.003859| 0.994348),(-0.031515| 0.092290| 0.050542),(-0.047316| -0.076608| -0.037798| 0.995220),(-0.040001| 0.113221| 0.067957),(0.331560| -0.084911| 0.135035| 0.929851),(-0.048018| 0.114906| 0.082641),(-0.550035| 0.082274| -0.236322| -0.796772),(-0.006938| 0.047690| 0.029469),(0.101672| -0.054044| -0.083810| 0.989807),(-0.011416| 0.083895| 0.057840),(0.042685| -0.067040| -0.078550| 0.993737),(-0.018210| 0.100069| 0.077899),(0.431256| -0.105165| 0.100369| 0.890441),(-0.025979| 0.099187| 0.092553),(-0.611598| 0.117627| -0.191619| -0.758547),(0.005037| 0.040287| 0.036358),(0.098078| -0.078060| -0.188839| 0.973975),(0.009756| 0.071675| 0.061036),(0.017793| -0.036347| -0.252801| 0.966672),(0.010802| 0.085486| 0.075967),(0.395377| -0.140562| -0.080042| 0.904164),(0.005839| 0.086903| 0.087854),(-0.570132| 0.186794| -0.020549| -0.799772)
0.160000,(-0.000069| 0.000741| -0.001009),(-0.009864| -0.003918| -0.008197| 0.999910),(-0.034294| 0.009857| 0.010535),(0.270612| -0.779183| -0.238889| 0.512421),(-0.049316| 0.018419| 0.021417),(0.471478| -0.648346| -0.272274| 0.532187),(-0.071932| 0.032873| 0.042430),(0.428015| -0.585553| -0.375811| 0.576799),(-0.080378| 0.041354| 0.059418),(0.331783| -0.447991| -0.541488| 0.629298),(-0.034606| 0.049156| 0.017890),(0.042551| -0.038883| 0.096410| 0.993671),(-0.053843| 0.088699| 0.042436),(-0.022212| -0.076644| 0.124733| 0.988976),(-0.066561| 0.106266| 0.056910),(0.246070| -0.043667| 0.241818| 0.937586),(-0.074408| 0.110136| 0.069017),(0.374685| -0.025366| 0.293378| 0.879146),(-0.020245| 0.051311| 0.022984),(0.079320| -0.070312| -0.002052| 0.994364),(-0.030629| 0.093477| 0.048945),(-0.039122| -0.077881| -0.031762| 0.995688),(-0.039141| 0.114698| 0.066206),(0.330738| -0.087671| 0.139984| 0.929156),(-0.047261| 0.116941| 0.080859),(-0.535764| 0.086301| -0.236412| -0.805989),(-0.006415| 0.048208| 0.028664),(0.101123| -0.057475| -0.082109| 0.989813),(-0.010652| 0.084868| 0.056542),(0.051504| -0.070262| -0.073821| 0.993459),(-0.017457| 0.101369| 0.076521),(0.429356| -0.109893| 0.103945| 0.890378),(-0.025318| 0.101027| 0.091212),(-0.601104| 0.122942| -0.192293| -0.765887),(0.005398| 0.040764| 0.035777),(0.097947| -0.083530| -0.186660| 0.973954),(0.010354| 0.072493| 0.060030),(0.025949| -0.043068| -0.249866| 0.966974),(0.011448| 0.086535| 0.074877),(0.392324| -0.147640| -0.076394| 0.904681),(0.006525| 0.088435| 0.086768),(-0.556550| 0.192371| -0.020179| -0.807984)
0.180000,(-0.000072| 0.000794| -0.001081),(-0.010558| -0.004226| -0.008791| 0.999897),(-0.034180| 0.010563| 0.010081),(0.260735| -0.787515| -0.220944| 0.512856),(-0.049165| 0.019442| 0.020776),(0.465900| -0.658726| -0.256126| 0.532369),(-0.071610| 0.034431| 0.041588),(0.422258| -0.594255| -0.365030| 0.579062),(-0.079746| 0.043191| 0.058567),(0.325560| -0.452879| -0.537477| 0.632479),(-0.033942| 0.050033| 0.016736),(0.042997| -0.036961| 0.098978| 0.993473),(-0.052976| 0.090070| 0.040722),(-0.013175| -0.074088| 0.133783| 0.988150),(-0.065767| 0.107828| 0.055075),(0.246118| -0.042785| 0.247617| 0.936099),(-0.073683| 0.112009| 0.067070),(0.372094| -0.025253| 0.298406| 0.878557),(-0.019588| 0.052053| 0.021913),(0.079999| -0.070874| 0.001433| 0.994271),(-0.029748| 0.094679| 0.047367),(-0.029447| -0.078147| -0.024467| 0.996206),(-0.038288| 0.116121| 0.064526),(0.332298| -0.089465| 0.146420| 0.927435),(-0.046495| 0.118824| 0.079153),(-0.524977| 0.089242| -0.238371| -0.812166),(-0.005840| 0.048848| 0.027747),(0.102603| -0.059941| -0.078688| 0.989792),(-0.009880| 0.085879| 0.055226),(0.061949| -0.072548| -0.067543| 0.993145),(-0.016703| 0.102629| 0.075163),(0.429721| -0.113700| 0.109176| 0.889096),(-0.024641| 0.102740| 0.089886),(-0.593267| 0.127306| -0.194759| -0.770647),(0.005833| 0.041368| 0.035053),(0.099770| -0.087973| -0.182765| 0.974117),(0.010987| 0.073377| 0.058959),(0.035792| -0.048700| -0.245374| 0.967543),(0.012120| 0.087599| 0.073755),(0.391733| -0.153734| -0.071116| 0.904353),(0.007233| 0.089905| 0.085649),(-0.546330| 0.197151| -0.021937| -0.813741)
0.200000,(-0.000163| 0.000420| -0.000747),(-0.008550| -0.004387| -0.008259| 0.999920),(-0.034209| 0.011062| 0.009924),(0.248023| -0.796206| -0.204506| 0.512560),(-0.049141| 0.020398| 0.020304),(0.456519| -0.671202| -0.240114| 0.532376),(-0.071431| 0.036159| 0.040686),(0.413422| -0.606019| -0.353802| 0.580214),(-0.079363| 0.045346| 0.057517),(0.318294| -0.463118| -0.531947| 0.633437),(-0.033240| 0.050673| 0.015795),(0.040040| -0.036382| 0.098926| 0.993623),(-0.051880| 0.091294| 0.039155),(-0.005020| -0.071220| 0.138779| 0.987746),(-0.064591| 0.109236| 0.053469),(0.248325| -0.042076| 0.250129| 0.934880),(-0.072493| 0.113609| 0.065411),(0.376231| -0.025069| 0.301736| 0.875658),(-0.018904| 0.052516| 0.021092),(0.077323| -0.072745| 0.002374| 0.994346),(-0.028812| 0.095491| 0.046264),(-0.012505| -0.078928| -0.017414| 0.996650),(-0.037431| 0.116834| 0.063689),(0.339685| -0.092735| 0.151746| 0.923573),(-0.045708| 0.119742| 0.078299),(-0.520277| 0.094138| -0.239364| -0.814343),(-0.005275| 0.049178| 0.027131),(0.100854| -0.063699| -0.077712| 0.989814),(-0.009078| 0.086443| 0.054377),(0.078529| -0.075744| -0.062661| 0.992053),(-0.015938| 0.103176| 0.074517),(0.433258| -0.119414| 0.111668| 0.886317),(-0.023945| 0.103624| 0.089248),(-0.586892| 0.134054| -0.193755| -0.774627),(0.006201| 0.041646| 0.034680),(0.098497| -0.093598| -0.181260| 0.974003),(0.011532| 0.073839| 0.058379),(0.051487| -0.056563| -0.241264| 0.967441),(0.012547| 0.088003| 0.073331),(0.397659| -0.163395| -0.064781| 0.900541),(0.007564| 0.090468| 0.085182),(-0.544004| 0.206310| -0.026269| -0.812900)
