System.Single,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion,(NaN),UnityEngine.Quaternion
0,(2084.812520),(0.108967| -0.062087| 0.308421),(0.272384| -0.841979| -0.275833| -0.263593),(0.076068| -0.066358| 0.306700),(0.064292| -0.137121| -0.530562| -0.869602),(0.054828| -0.064858| 0.305398),(0.129483| -0.092613| -0.701280| -0.759537),(0.020786| -0.060484| 0.310384),(-0.073766| -0.272548| -0.656181| -0.759241),(0.005678| -0.055453| 0.323684),(0.338616| 0.472035| 0.483884| 0.630672),(0.056260| -0.031564| 0.311232),(0.357530| -0.783721| -0.308209| -0.255961),(0.015808| -0.006294| 0.328008),(0.393598| -0.838034| -0.335569| -0.275402),(-0.006546| 0.001646| 0.340874),(0.469154| -0.687471| -0.609904| -0.127331),(-0.017122| -0.001771| 0.351749),(-0.470655| 0.535927| 0.715940| 0.028231),(0.065707| -0.024396| 0.320472),(0.274248| -0.783546| -0.350503| -0.302249),(0.030030| 0.004625| 0.342750),(0.278739| -0.861302| -0.385966| -0.321840),(0.007406| 0.015599| 0.360367),(0.354990| -0.646274| -0.631795| -0.196104),(-0.004770| 0.011824| 0.372838),(-0.402161| 0.511668| 0.784417| 0.117540),(0.076597| -0.022105| 0.330365),(0.215042| -0.862540| -0.403177| -0.333898),(0.049986| 0.007227| 0.354597),(0.163965| -0.815671| -0.354250| -0.304077),(0.032024| 0.021351| 0.373150),(0.252476| -0.694079| -0.597283| -0.248335),(0.020202| 0.021500| 0.386197),(-0.282774| 0.562170| 0.688838| 0.193909),(0.087152| -0.024506| 0.341134),(0.108107| -0.807417| -0.380047| -0.361835),(0.069988| 0.003402| 0.364690),(0.042344| -0.886201| -0.379085| -0.366316),(0.060155| 0.016496| 0.380084),(0.131905| -0.701552| -0.574125| -0.318982),(0.051660| 0.018717| 0.390738),(0.169742| -0.613405| -0.653385| -0.294964),undefined
0,(4169.625041),(-0.000083| 0.000187| 0.000068),(-0.000830| 0.000259| 0.000721| 0.963684),(-0.032886| -0.004313| -0.001695),(0.653353| -0.589881| -0.085699| 0.527696),(-0.054125| -0.002813| -0.002999),(0.765784| -0.476623| 0.061554| 0.525974),(-0.088173| 0.001574| 0.001967),(0.730348| -0.382474| -0.178870| 0.612417),(-0.103301| 0.006631| 0.015239),(-0.558893| 0.189444| 0.477099| -0.627292),(-0.052744| 0.030458| 0.002787),(0.019606| -0.024282| 0.101929| 0.944031),(-0.093211| 0.055727| 0.019523),(0.023025| -0.029191| 0.119157| 1.014935),(-0.115571| 0.063731| 0.032359),(0.242511| 0.115039| 0.344053| 0.943662),(-0.126174| 0.060391| 0.043233),(-0.349652| -0.189675| -0.445033| -0.815975),(-0.043303| 0.037656| 0.012008),(0.092440| -0.028999| 0.027503| 0.945104),(-0.078999| 0.066691| 0.034231),(0.104763| -0.016463| 0.012858| 1.029892),(-0.101631| 0.077757| 0.051808),(0.323707| 0.082522| 0.242160| 0.900595),(-0.113828| 0.074085| 0.064289),(-0.460323| -0.144343| -0.385265| -0.819452),(-0.032411| 0.039979| 0.021892),(0.140915| -0.003255| -0.041273| 1.021121),(-0.059045| 0.069334| 0.046064),(0.116477| 0.010347| -0.077905| 0.943620),(-0.077011| 0.083543| 0.064568),(0.322556| 0.069513| 0.114903| 0.917513),(-0.088835| 0.083799| 0.077613),(-0.416266| -0.098424| -0.218686| -0.822988),(-0.021847| 0.037612| 0.032659),(0.173604| -0.018782| -0.133437| 0.943755),(-0.039045| 0.065537| 0.056170),(0.169207| 0.017058| -0.214680| 0.995001),(-0.048887| 0.078670| 0.071534),(0.353700| 0.037973| -0.018415| 0.902252),(-0.057372| 0.080946| 0.082185),(0.430685| 0.046670| 0.067562| 0.852503),undefined
0,(6254.437562),(-0.000149| 0.000261| 0.000019),(-0.001308| 0.000631| 0.001473| 0.963683),(-0.032855| -0.004406| -0.001619),(0.655042| -0.588117| -0.084961| 0.527691),(-0.054094| -0.002910| -0.002924),(0.766500| -0.475562| 0.061562| 0.525893),(-0.088155| 0.001485| 0.002005),(0.730936| -0.382718| -0.178279| 0.611735),(-0.103324| 0.006578| 0.015226),(-0.559551| 0.191402| 0.476576| -0.626508),(-0.052815| 0.030312| 0.002792),(0.019818| -0.023947| 0.101963| 0.944031),(-0.093312| 0.055565| 0.019475),(0.022054| -0.029331| 0.117504| 1.015146),(-0.115686| 0.063689| 0.032254),(0.239887| 0.114925| 0.340178| 0.945750),(-0.126342| 0.060499| 0.043125),(-0.346216| -0.189491| -0.440220| -0.820083),(-0.043384| 0.037565| 0.011981),(0.092568| -0.028644| 0.027455| 0.945103),(-0.079132| 0.066580| 0.034138),(0.104024| -0.016672| 0.012219| 1.029971),(-0.101792| 0.077750| 0.051663),(0.321143| 0.082850| 0.239110| 0.902297),(-0.114017| 0.074230| 0.064162),(-0.457318| -0.145267| -0.381345| -0.822799),(-0.032486| 0.039947| 0.021844),(0.140876| -0.002940| -0.041455| 1.021120),(-0.059185| 0.069302| 0.045940),(0.115690| 0.009888| -0.078158| 0.943700),(-0.077180| 0.083612| 0.064372),(0.319641| 0.069691| 0.112175| 0.918857),(-0.089010| 0.084030| 0.077411),(-0.412529| -0.098988| -0.214728| -0.825839),(-0.021902| 0.037640| 0.032604),(0.173490| -0.018615| -0.133618| 0.943753),(-0.039190| 0.065560| 0.056058),(0.169256| 0.016480| -0.213777| 0.995197),(-0.049087| 0.078719| 0.071384),(0.351860| 0.038445| -0.019630| 0.902926),(-0.057565| 0.081063| 0.082024),(0.428370| 0.047626| 0.065592| 0.853770),undefined
0,(8339.250083),(0.000023| 0.000021| -0.000052),(-0.000717| 0.000201| 0.000924| 0.963684),(-0.032838| -0.004465| -0.001587),(0.656133| -0.586985| -0.084360| 0.527693),(-0.054076| -0.002970| -0.002901),(0.766892| -0.474953| 0.061732| 0.525851),(-0.088147| 0.001434| 0.001992),(0.731367| -0.382893| -0.177680| 0.611286),(-0.103347| 0.006548| 0.015173),(-0.560193| 0.192606| 0.476019| -0.625988),(-0.052864| 0.030217| 0.002779),(0.019905| -0.023755| 0.101991| 0.944031),(-0.093382| 0.055472| 0.019403),(0.021012| -0.029691| 0.116083| 1.015321),(-0.115765| 0.063682| 0.032126),(0.238168| 0.114816| 0.337950| 0.946996),(-0.126454| 0.060576| 0.042990),(-0.344177| -0.189475| -0.437677| -0.822303),(-0.043442| 0.037503| 0.011951),(0.092634| -0.028424| 0.027458| 0.945103),(-0.079227| 0.066510| 0.034056),(0.103394| -0.016820| 0.011607| 1.030039),(-0.101901| 0.077746| 0.051540),(0.319647| 0.083113| 0.237444| 0.903243),(-0.114143| 0.074305| 0.064045),(-0.455644| -0.145927| -0.379361| -0.824525),(-0.032545| 0.039920| 0.021806),(0.140862| -0.002729| -0.041510| 1.021120),(-0.059283| 0.069277| 0.045849),(0.115094| 0.009692| -0.078561| 0.943742),(-0.077292| 0.083659| 0.064234),(0.317778| 0.069837| 0.110380| 0.919709),(-0.089125| 0.084180| 0.077266),(-0.410213| -0.099354| -0.212295| -0.827575),(-0.021953| 0.037648| 0.032566),(0.173469| -0.018480| -0.133664| 0.943753),(-0.039297| 0.065564| 0.055984),(0.169257| 0.016293| -0.213448| 0.995272),(-0.049219| 0.078749| 0.071285),(0.350420| 0.038791| -0.020802| 0.903444),(-0.057689| 0.081146| 0.081918),(0.426800| 0.048262| 0.064143| 0.854630),undefined
0,(0),(0.000039| -0.000047| -0.000092),(-0.000283| 0.000004| 0.000474| 0.963685),(-0.032821| -0.004496| -0.001564),(0.656711| -0.586384| -0.084016| 0.527698),(-0.054059| -0.002992| -0.002870),(0.767052| -0.474635| 0.061457| 0.525937),(-0.088132| 0.001429| 0.002020),(0.731545| -0.382948| -0.177638| 0.611049),(-0.103344| 0.006558| 0.015186),(0.560544| -0.193181| -0.475853| 0.625621),(-0.052883| 0.030166| 0.002781),(0.019925| -0.023674| 0.102011| 0.944031),(-0.093409| 0.055427| 0.019374),(0.020426| -0.029762| 0.115068| 1.015446),(-0.115789| 0.063688| 0.032072),(0.237391| 0.114858| 0.336709| 0.947628),(-0.126493| 0.060623| 0.042934),(-0.343277| -0.189517| -0.436346| -0.823376),(-0.043468| 0.037467| 0.011948),(0.092657| -0.028315| 0.027481| 0.945103),(-0.079274| 0.066464| 0.034031),(0.103191| -0.016759| 0.011318| 1.030064),(-0.101953| 0.077714| 0.051501),(0.319227| 0.083423| 0.236937| 0.903497),(-0.114197| 0.074294| 0.064007),(-0.455108| -0.146402| -0.378724| -0.825030),(-0.032573| 0.039900| 0.021802),(0.140860| -0.002614| -0.041503| 1.021121),(-0.059337| 0.069251| 0.045822),(0.114923| 0.009699| -0.078697| 0.943751),(-0.077354| 0.083654| 0.064188),(0.317085| 0.070016| 0.109730| 0.920012),(-0.089190| 0.084210| 0.077217),(-0.409270| -0.099612| -0.211352| -0.828253),(-0.021979| 0.037645| 0.032563),(0.173481| -0.018387| -0.133649| 0.943755),(-0.039361| 0.065550| 0.055966),(0.169461| 0.016269| -0.213084| 0.995315),(-0.049304| 0.078736| 0.071258),(0.349863| 0.039006| -0.021132| 0.903643),(-0.057774| 0.081148| 0.081886),(0.426298| 0.048620| 0.063863| 0.854880),undefined
0,(2084.812520),(0.000016| -0.000238| -0.000077),(0.000638| -0.000307| -0.000461| 0.963685),(-0.032813| -0.004464| -0.001567),(0.656202| -0.586901| -0.084374| 0.527698),(-0.054052| -0.002944| -0.002834),(0.766875| -0.474730| 0.060343| 0.526236),(-0.088118| 0.001490| 0.002114),(0.731383| -0.382706| -0.178300| 0.611201),(-0.103320| 0.006603| 0.015303),(0.560633| -0.192620| -0.475846| 0.625722),(-0.052846| 0.030210| 0.002811),(0.019837| -0.023829| 0.101993| 0.944031),(-0.093359| 0.055478| 0.019426),(0.020655| -0.029666| 0.115289| 1.015419),(-0.115735| 0.063722| 0.032138),(0.237694| 0.114471| 0.337291| 0.947392),(-0.126437| 0.060635| 0.042995),(-0.343775| -0.189006| -0.437256| -0.822803),(-0.043429| 0.037491| 0.011994),(0.092612| -0.028440| 0.027503| 0.945104),(-0.079232| 0.066454| 0.034125),(0.104085| -0.016332| 0.012130| 1.029971),(-0.101912| 0.077625| 0.051637),(0.320245| 0.083378| 0.238192| 0.902810),(-0.114147| 0.074143| 0.064137),(-0.455987| -0.145961| -0.380041| -0.824016),(-0.032538| 0.039900| 0.021858),(0.140883| -0.002693| -0.041416| 1.021121),(-0.059294| 0.069218| 0.045929),(0.115764| 0.010181| -0.078195| 0.943684),(-0.077308| 0.083572| 0.064340),(0.317663| 0.069909| 0.110181| 0.919767),(-0.089142| 0.084102| 0.077371),(-0.409759| -0.099201| -0.211836| -0.827936),(-0.021953| 0.037621| 0.032622),(0.173548| -0.018376| -0.133561| 0.943755),(-0.039330| 0.065500| 0.056060),(0.170027| 0.016522| -0.212639| 0.995310),(-0.049276| 0.078666| 0.071373),(0.349868| 0.038749| -0.020968| 0.903656),(-0.057747| 0.081079| 0.082000),(0.426066| 0.048144| 0.063864| 0.855023),undefined
0,(4169.625041),(-0.000005| -0.000115| -0.000033),(0.000801| -0.000175| -0.000535| 0.963684),(-0.032813| -0.004429| -0.001573),(0.655572| -0.587474| -0.085083| 0.527728),(-0.054053| -0.002900| -0.002807),(0.766693| -0.474893| 0.059284| 0.526477),(-0.088111| 0.001531| 0.002199),(0.731141| -0.382343| -0.179149| 0.611471),(-0.103294| 0.006623| 0.015419),(0.560419| -0.191674| -0.476141| 0.625980),(-0.052811| 0.030259| 0.002853),(0.019738| -0.024010| 0.101982| 0.944029),(-0.093308| 0.055521| 0.019518),(0.021157| -0.029415| 0.115801| 1.015357),(-0.115675| 0.063726| 0.032269),(0.238445| 0.114205| 0.338218| 0.946904),(-0.126362| 0.060599| 0.043126),(-0.344709| -0.188544| -0.438431| -0.821892),(-0.043390| 0.037514| 0.012051),(0.092535| -0.028579| 0.027511| 0.945107),(-0.079182| 0.066446| 0.034243),(0.104800| -0.016055| 0.012899| 1.029894),(-0.101858| 0.077527| 0.051800),(0.321542| 0.083297| 0.239797| 0.901931),(-0.114074| 0.073960| 0.064293),(-0.457399| -0.145566| -0.381938| -0.822424),(-0.032500| 0.039896| 0.021922),(0.140856| -0.002773| -0.041347| 1.021127),(-0.059245| 0.069177| 0.046055),(0.116484| 0.010498| -0.077537| 0.943647),(-0.077264| 0.083445| 0.064516),(0.319046| 0.069876| 0.111699| 0.919107),(-0.089096| 0.083884| 0.077551),(-0.411408| -0.098969| -0.213789| -0.826643),(-0.021920| 0.037589| 0.032687),(0.173540| -0.018342| -0.133508| 0.943765),(-0.039283| 0.065443| 0.056167),(0.170325| 0.016688| -0.212236| 0.995342),(-0.049235| 0.078572| 0.071503),(0.350573| 0.038472| -0.019955| 0.903418),(-0.057718| 0.080942| 0.082131),(0.426953| 0.047683| 0.065199| 0.854506),undefined
0,(6254.437562),(-0.000022| -0.000062| -0.000126),(0.001324| 0.000332| -0.000532| 0.963684),(-0.032828| -0.004384| -0.001582),(0.654868| -0.587978| -0.087174| 0.527701),(-0.054072| -0.002864| -0.002762),(0.766788| -0.474840| 0.057137| 0.526623),(-0.088112| 0.001536| 0.002355),(0.730785| -0.381228| -0.181454| 0.611913),(-0.103245| 0.006579| 0.015648),(0.559364| -0.189367| -0.477746| 0.626402),(-0.052783| 0.030314| 0.002955),(0.019812| -0.024324| 0.101881| 0.944031),(-0.093256| 0.055533| 0.019746),(0.022093| -0.029372| 0.116823| 1.015221),(-0.115613| 0.063655| 0.032570),(0.239679| 0.113513| 0.339513| 0.946212),(-0.126275| 0.060460| 0.043433),(-0.346169| -0.187591| -0.439921| -0.820700),(-0.043348| 0.037532| 0.012169),(0.092552| -0.028768| 0.027348| 0.945104),(-0.079104| 0.066419| 0.034482),(0.105314| -0.016025| 0.013315| 1.029837),(-0.101758| 0.077399| 0.052108),(0.323190| 0.082888| 0.241300| 0.900979),(-0.113943| 0.073723| 0.064600),(-0.459369| -0.144731| -0.383764| -0.820623),(-0.032448| 0.039874| 0.022039),(0.140858| -0.002825| -0.041473| 1.021122),(-0.059154| 0.069099| 0.046288),(0.116946| 0.010752| -0.077191| 0.943615),(-0.077157| 0.083264| 0.064827),(0.320753| 0.069683| 0.113154| 0.918350),(-0.088975| 0.083585| 0.077878),(-0.413637| -0.098522| -0.215805| -0.825059),(-0.021863| 0.037526| 0.032789),(0.173459| -0.018174| -0.133698| 0.943756),(-0.039182| 0.065331| 0.056363),(0.170355| 0.017096| -0.212205| 0.995337),(-0.049120| 0.078402| 0.071749),(0.351664| 0.038250| -0.019046| 0.903023),(-0.057606| 0.080700| 0.082390),(0.428502| 0.047183| 0.066594| 0.853650),undefined
0,(8339.250083),(-0.000063| 0.000064| -0.000140),(0.000844| 0.000429| -0.000242| 0.963685),(-0.032824| -0.004362| -0.001557),(0.654444| -0.588186| -0.088615| 0.527755),(-0.054070| -0.002852| -0.002709),(0.766806| -0.474842| 0.055851| 0.526733),(-0.088100| 0.001523| 0.002467),(0.730438| -0.380589| -0.182973| 0.612272),(-0.103200| 0.006539| 0.015804),(0.558409| -0.187968| -0.478959| 0.626749),(-0.052761| 0.030338| 0.003045),(0.019734| -0.024580| 0.101867| 0.944027),(-0.093219| 0.055526| 0.019920),(0.022568| -0.029333| 0.117418| 1.015144),(-0.115565| 0.063600| 0.032796),(0.240325| 0.113081| 0.340056| 0.945905),(-0.126210| 0.060370| 0.043668),(-0.346956| -0.186988| -0.440481| -0.820204),(-0.043317| 0.037538| 0.012263),(0.092412| -0.028939| 0.027269| 0.945115),(-0.079049| 0.066401| 0.034647),(0.105308| -0.016130| 0.013429| 1.029834),(-0.101686| 0.077333| 0.052314),(0.323878| 0.082547| 0.241874| 0.900609),(-0.113851| 0.073606| 0.064809),(-0.460339| -0.144194| -0.384489| -0.819834),(-0.032409| 0.039862| 0.022129),(0.140662| -0.002915| -0.041545| 1.021146),(-0.059092| 0.069055| 0.046445),(0.116962| 0.010800| -0.077002| 0.943628),(-0.077084| 0.083161| 0.065030),(0.321559| 0.069521| 0.113907| 0.917987),(-0.088890| 0.083414| 0.078092),(-0.414832| -0.098252| -0.216877| -0.824210),(-0.021816| 0.037495| 0.032867),(0.173195| -0.018125| -0.133825| 0.943788),(-0.039104| 0.065277| 0.056492),(0.169933| 0.017271| -0.212399| 0.995363),(-0.049026| 0.078324| 0.071904),(0.351925| 0.038094| -0.018869| 0.902931),(-0.057508| 0.080588| 0.082556),(0.429179| 0.046911| 0.067103| 0.853285),undefined
0,(0),(0.000028| 0.000135| 0.000072),(-0.000081| 0.000415| 0.000218| 0.963685),(-0.032836| -0.004369| -0.001559),(0.654672| -0.587934| -0.089215| 0.527653),(-0.054083| -0.002867| -0.002709),(0.767058| -0.474706| 0.055508| 0.526525),(-0.088112| 0.001496| 0.002475),(0.730511| -0.380437| -0.183452| 0.612136),(-0.103205| 0.006506| 0.015821),(-0.558141| 0.187792| 0.479477| -0.626644),(-0.052779| 0.030327| 0.003065),(0.019978| -0.024562| 0.101780| 0.944031),(-0.093231| 0.055492| 0.019989),(0.023063| -0.029149| 0.117516| 1.015127),(-0.115566| 0.063541| 0.032898),(0.241029| 0.113398| 0.340016| 0.945702),(-0.126194| 0.060295| 0.043782),(-0.347641| -0.187302| -0.440285| -0.819948),(-0.043329| 0.037528| 0.012276),(0.092593| -0.028894| 0.027118| 0.945103),(-0.079044| 0.066394| 0.034685),(0.105128| -0.016240| 0.012889| 1.029858),(-0.101662| 0.077334| 0.052362),(0.324219| 0.082695| 0.241514| 0.900570),(-0.113812| 0.073595| 0.064868),(-0.461031| -0.144513| -0.384303| -0.819476),(-0.032413| 0.039855| 0.022133),(0.140785| -0.002852| -0.041744| 1.021121),(-0.059076| 0.069051| 0.046466),(0.116672| 0.010710| -0.077486| 0.943625),(-0.077051| 0.083161| 0.065057),(0.321858| 0.069655| 0.113671| 0.917901),(-0.088846| 0.083398| 0.078129),(-0.415402| -0.098494| -0.216796| -0.823915),(-0.021810| 0.037489| 0.032862),(0.173230| -0.018052| -0.134046| 0.943751),(-0.039071| 0.065275| 0.056499),(0.169472| 0.017365| -0.213158| 0.995279),(-0.048967| 0.078331| 0.071917),(0.352038| 0.038281| -0.019453| 0.902867),(-0.057438| 0.080588| 0.082579),(0.429758| 0.047158| 0.066874| 0.852999),undefined
0,(2084.812520),(-0.000068| 0.000283| 0.000152),(-0.001173| 0.000531| 0.000953| 0.963684),(-0.032844| -0.004431| -0.001531),(0.655755| -0.587072| -0.088776| 0.527340),(-0.054089| -0.002932| -0.002726),(0.767485| -0.474592| 0.056475| 0.525903),(-0.088130| 0.001441| 0.002380),(0.730982| -0.381100| -0.182685| 0.611390),(-0.103251| 0.006482| 0.015681),(-0.558556| 0.189317| 0.479332| -0.625926),(-0.052831| 0.030246| 0.003049),(0.020434| -0.024425| 0.101545| 0.944050),(-0.093289| 0.055418| 0.019950),(0.023035| -0.029089| 0.116324| 1.015266),(-0.115609| 0.063503| 0.032854),(0.241400| 0.114419| 0.338659| 0.945971),(-0.126225| 0.060279| 0.043756),(-0.348008| -0.188663| -0.438740| -0.820309),(-0.043383| 0.037478| 0.012239),(0.092982| -0.028791| 0.026820| 0.945077),(-0.079090| 0.066393| 0.034595),(0.104356| -0.016549| 0.011123| 1.029952),(-0.101689| 0.077449| 0.052235),(0.323308| 0.083060| 0.239080| 0.901512),(-0.113845| 0.073798| 0.064759),(-0.460350| -0.145454| -0.381760| -0.820879),(-0.032461| 0.039837| 0.022082),(0.141088| -0.002822| -0.042166| 1.021062),(-0.059127| 0.069076| 0.046356),(0.115952| 0.010259| -0.078686| 0.943620),(-0.077089| 0.083263| 0.064902),(0.321249| 0.069984| 0.112136| 0.918278),(-0.088878| 0.083556| 0.077978),(-0.414828| -0.099235| -0.215105| -0.824559),(-0.021847| 0.037505| 0.032806),(0.173443| -0.018152| -0.134445| 0.943653),(-0.039112| 0.065322| 0.056400),(0.169050| 0.017038| -0.214189| 0.995135),(-0.048996| 0.078414| 0.071795),(0.351956| 0.038706| -0.020572| 0.902856),(-0.057457| 0.080691| 0.082460),(0.429813| 0.047902| 0.065734| 0.853018),undefined
